"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
         53,           9,      -7.602301742,      -3.761589512,      -3.735960597,      -1.857376676,      -3.035264581,      0.9329898399,      0.4954381862,      0.9204642571,                 0,                 0,                 0,      0.1191540413,      0.2046721898,       1.025096454,                 0,       1.857879111,      0.8920963799,      -2.508063371,       -1.44647331,      -1.561070492,      -2.249045262,      -2.195514715,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         54,           9,      -7.601125964,      -3.745855462,      -3.794157123,      -1.833780246,      -2.841187074,      0.9329898399,      0.5256594136,       1.010366996,                 0,                 0,                 0,      0.1474367252,      0.2072878763,       1.119906702,                 0,       1.922094363,      0.9474455574,      -2.507701589,      -1.428822441,      -1.613288537,      -2.227105936,      -2.004577309,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         55,           9,      -7.615130268,      -3.752274566,      -3.848628941,      -1.815294932,      -2.794766527,      0.9329898399,      0.5495162684,       1.070654344,                 0,                 0,                 0,      0.1663581085,      0.2124759851,        1.18453485,                 0,       1.948357866,       1.025806911,      -2.522695228,      -1.434046266,      -1.661560012,      -2.210509203,       -1.96511499,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         56,           9,      -7.623045982,      -3.793668089,      -3.749311617,      -1.843718124,       -2.76433917,      0.9329898399,      0.5576311968,       1.078860011,                 0,                 0,                 0,       0.166151865,       0.217837225,       1.194754543,                 0,       1.934719609,       1.020567956,      -2.531712583,      -1.474388598,      -1.555721929,       -2.24066642,      -1.942902147,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         57,           9,      -7.661400063,      -3.834960848,      -3.640841803,      -1.893255922,      -2.738552609,      0.9329898399,      0.5514423702,       1.039560084,                 0,                 0,                 0,      0.1516249796,      0.2234090072,       1.155362399,                 0,       1.885165414,       1.006925139,      -2.571021481,      -1.514208062,      -1.440751368,      -2.291320322,      -1.921127076,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         58,           9,      -7.623705592,      -3.831196728,      -3.551522309,       -1.90153334,      -2.546061283,      0.9329898399,      0.5347168176,      0.9666200086,                 0,                 0,                 0,      0.1305216738,       0.228739896,       1.080719379,                 0,       1.807723223,      0.9441720538,      -2.534431068,      -1.508722934,      -1.345440417,      -2.300147172,      -1.731358968,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         59,           9,      -7.529567447,      -3.768410542,      -3.500243036,      -1.818804037,      -2.398445713,      0.9329898399,      0.5119881575,      0.8818650767,                 0,                 0,                 0,      0.1083816013,      0.2317843142,      0.9930226174,                 0,       1.722432567,      0.7850916889,       -2.44058961,      -1.444153295,      -1.289165594,      -2.217042589,      -1.587180124,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         60,           9,      -7.569484699,      -3.683795393,      -3.621141814,      -1.740955022,      -2.398687105,      0.9329898399,      0.4817669059,       0.786046095,                 0,                 0,                 0,     0.08102605362,      0.2308983466,      0.8925546306,                 0,        1.63159006,      0.6537794228,      -2.479674536,      -1.357717763,      -1.406806575,      -2.138112473,      -1.587311755,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         61,           9,      -7.489238145,      -3.624880665,      -3.602331113,      -1.674826244,      -2.596819881,      0.9329898399,      0.4536207015,      0.7118687994,                 0,                 0,                 0,     0.06228506472,      0.2256693398,      0.8133893763,                 0,        1.56930404,        0.61451745,      -2.398945025,       -1.29699943,      -1.385722072,      -2.071078531,      -1.784973276,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         62,           9,      -7.568205361,       -3.60100034,      -3.679255141,      -1.669401343,      -2.611765133,      0.9329898399,      0.4249011564,      0.6520120647,                 0,                 0,                 0,     0.04547706716,      0.2157051178,      0.7477513138,                 0,       1.534502919,       0.562843819,      -2.477369789,      -1.270720678,       -1.46088951,      -2.064321205,      -1.801835651,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
